mean,std.dev,kurtosis,skewness,mean.dm.snr,std.dev.dm.snr,kurtosis.dm.snr,skewness.dm.snr,class
145.65625,47.66852301,-0.142788916,-0.104241733,1.560200669,14.20910095,12.75577838,192.0357989,0
103.71875,30.83371164,0.429166659,4.124845562,0.838628763,11.5376313,16.43614907,299.5097272,0
140.8984375,48.98610132,-0.22653993,-0.333770182,108.2591973,94.00533523,0.001644179,-1.7093675,0
60.8828125,33.77258992,2.449872617,11.3791132,14.58779264,48.86978279,3.322152211,9.756751039,1
131.5546875,53.37511835,-0.149405084,-0.363522588,3.035117057,23.69825864,8.127296343,66.64872691,0
127.375,44.32250416,0.14620701,-0.006812279,2.429765886,15.98523306,9.176635142,103.22819,0
92.3671875,37.58113537,0.7469887,1.923750926,1.969063545,14.64701321,10.99357565,145.1704053,0
111.171875,61.91805439,0.359765058,-0.747335503,61.83110368,87.23791079,0.916027429,-0.903460922,0
111.5,56.13961391,0.317515208,-0.109655289,3.870401338,24.10343708,6.907935025,50.34037174,0
121.421875,47.6374015,0.136647902,0.390505949,2.913043478,20.23017541,8.46702983,80.41271943,0
100.7578125,44.0113171,0.51285338,0.484877898,1.487458194,15.65116203,11.7665722,147.8307712,0
100.7890625,41.81350939,0.430839884,1.117147026,3.063545151,18.98210675,8.487104471,83.96900848,0
22.859375,33.00419821,5.198502699,28.10315333,73.95819398,63.18079323,0.997992772,0.525573228,1
155.546875,55.95964776,-0.377205923,-0.580461025,93.48327759,77.40828355,-0.336216203,-1.786259836,0
123.59375,48.37442466,0.02929928,-0.167461379,2.785953177,20.22989121,8.420465737,76.81419979,0
120.953125,47.22649206,0.03818136,-0.213670744,5.053511706,29.10229587,6.309266947,40.99401897,0
133.5625,44.54277263,0.216115589,0.344999976,4.813545151,25.1349771,5.884650831,36.54514209,0
92.7578125,47.69528051,0.495228298,0.364956785,0.72909699,10.17177827,18.31850403,388.8185231,0
93.2890625,37.46105318,0.705729958,1.963508121,2.193979933,13.17945969,10.11245345,141.2153509,0
111.0234375,40.88196899,0.122113085,1.193418933,2.673076923,15.56239929,8.785771755,97.52747517,0
111.890625,47.88058622,0.636548449,0.591727999,4.414715719,27.65392164,6.516273421,42.44266539,1
91.9921875,39.89938441,0.632789857,1.322000727,2.261705686,14.02127761,9.673565616,123.0066651,0
120.640625,47.18724907,0.352311825,0.114469046,2.577759197,17.05087235,10.01869881,117.3624349,0
117.875,54.22277543,0.171735918,-0.279978339,2.596153846,15.10393043,9.086360614,107.8355176,0
127.3515625,52.43024977,-0.03475752,-0.120195203,2.622909699,15.9904061,8.290263627,85.31206789,0
122.1953125,60.99411583,0.185826371,-0.911384776,4.784280936,29.121392,7.008881564,49.00088579,0
131.6953125,46.32182912,-0.023311045,-0.353465901,6.658026756,30.90739124,5.042510673,25.8794883,0
130.1171875,49.75449432,-0.017200955,0.113310202,1.754180602,11.85142587,11.89985346,199.0428674,0
87.03125,40.71987719,0.597317678,1.285554079,3.547658863,19.00942126,6.915202039,57.16083048,0
116.4375,61.80434729,0.066440352,-0.68568066,2.981605351,19.80252837,8.620895914,83.01771137,0
105.6640625,55.58598032,0.450323944,-0.315329166,2.970735786,18.19703511,9.596640039,107.2211606,0
106.265625,44.1988554,0.433052192,1.121193488,0.673913043,9.85695458,18.59674434,409.2235101,0
118.171875,43.39698819,0.255575183,0.769809411,2.565217391,16.54157408,8.510258639,86.45863399,0
142.4296875,45.6078193,-0.191066054,0.384655737,2.433946488,17.68560867,8.80983049,88.67903572,0
132.5234375,60.47623046,-0.149861915,-0.767113858,3.156354515,20.17614244,8.043653885,73.97104653,0
141.796875,54.07609791,-0.174430802,-0.320555437,0.722408027,10.28066989,17.83491157,368.5146438,0
122.8984375,41.38120041,0.259921508,0.720035616,1.08361204,13.85446449,14.26101433,214.1500994,0
134.1015625,49.15359216,0.049149643,-0.413338725,2.682274247,20.46167116,8.111369365,68.55700338,0
100.3515625,49.34771237,0.279276773,-0.16955397,1.546822742,13.22756755,11.26469905,157.0202884,0
116.171875,51.11172037,0.076169941,-0.444299723,4.04180602,23.49556832,7.57393952,62.78625487,0
115.2890625,50.31590087,0.129983214,-0.169617582,3.60367893,21.3183809,7.452524634,62.26336944,0
99.3515625,42.60127453,0.268970846,1.171369713,5.398829431,33.76864973,6.13660686,35.92436765,0
119.421875,49.8799511,0.217237421,-0.051108402,3.828595318,19.70768533,7.481218751,68.69187017,0
80.4921875,38.04376511,0.674489273,2.301002563,3.035117057,19.73021479,8.204427787,76.83583841,0
101.75,46.57051106,0.144429607,0.410121435,3.675585284,20.76605892,7.400957593,63.71060496,0
90.96875,34.83979798,0.589125505,2.687057128,2.75083612,17.35382692,8.804687296,92.86991092,0
119.203125,47.23120648,0.258063763,-0.024348383,3.227424749,20.28521836,8.179914236,75.3767656,0
24.203125,31.39848707,5.443613711,31.50630065,103.0250836,80.59104019,0.187007891,-1.087562718,1
118.2734375,54.16204201,0.322811947,-0.047655296,2.996655518,21.72032606,8.234814648,71.139476,0
84.640625,36.37945299,1.674437399,5.640745493,62.60618729,81.52086707,0.742935105,-1.02941432,1
126.546875,56.68468976,-0.197185719,-0.2661686,8.517558528,35.68442874,4.356325507,18.51461046,0
145.890625,46.32278637,-0.302079752,0.27545076,1.198160535,10.13223753,16.11271855,348.5035766,0
111.5625,39.06159999,0.428737384,1.163120015,5.268394649,28.7694219,6.087362493,38.17750043,0
137.7109375,48.45860868,-0.256088017,0.032717944,7.623745819,36.07858718,4.883551553,23.20412626,0
123.984375,50.93301121,0.062510953,-0.336761047,2.307692308,15.75621047,9.043654942,98.9116903,0
98.9140625,47.46265429,0.423944511,0.233235917,4.278428094,21.43915485,6.755160826,52.3607662,0
67.171875,38.3534364,2.213705405,9.130930749,8.37541806,34.43590378,4.81411156,23.64356824,1
78.8125,39.844375,0.642719689,1.847020689,7.369565217,31.83533948,4.443386839,19.40842021,0
113.0625,45.72963174,0.353996327,0.801163159,2.063545151,13.09436968,11.72129534,182.0660548,0
114.4296875,47.65528624,0.057105654,0.101757662,7.194816054,32.37380449,4.67602357,21.70492618,0
104.109375,39.32084259,0.480054564,1.451130929,4.564381271,23.84152042,5.7449049,35.57588301,0
133.703125,50.46616431,0.192672357,-0.200910801,2.217391304,14.25342411,9.294304832,113.3482896,0
126.671875,57.25765634,0.270676792,-0.450089165,102.2725753,102.4402066,0.029007986,-1.949108868,0
99.390625,38.87283643,0.487044298,1.35293587,1.508361204,12.94143343,11.27690956,160.1012848,0
122.5703125,48.56031745,-0.000999884,-0.105243227,3.129598662,16.49229353,7.677601883,76.24889984,0
108.0859375,54.98068231,0.244124066,-0.370771794,25.80769231,62.1418418,2.172473983,3.125661762,0
116.7265625,48.7291165,0.071630709,0.014853564,2.296822742,15.4359619,10.02721576,122.2040334,0
116.515625,55.20458886,0.13052811,-0.411970283,3.43729097,16.71706058,6.977823941,65.03237317,0
121.3359375,50.6157827,0.35142158,-0.039742082,2.424749164,16.85503377,8.746258663,89.09272651,0
147.03125,52.76953689,-0.729544874,0.13265084,3.098662207,24.27690656,8.348594639,69.9435798,0
96.9453125,49.88225333,0.437665371,0.273761385,2.449832776,13.93426967,9.172649801,116.896963,0
110.625,44.63322753,0.394187246,0.729200752,6.137123746,29.62507513,5.41089804,30.46535003,0
106.890625,44.09546362,0.258986541,0.552247953,11.89464883,46.47746177,3.873275767,13.66037178,0
81.890625,38.96718058,0.649335994,1.752516866,1.558528428,12.08902675,12.16227578,197.5566758,0
136.0546875,41.24115598,-0.111902833,1.355572921,3.299331104,17.63582833,7.333401851,66.78067119,0
127.765625,53.13286477,0.121560998,-0.253443723,3.423076923,20.69147311,6.899169056,52.47837357,0
114.3515625,42.51830302,0.490160428,0.572467009,2.289297659,16.81131524,10.00791143,116.143439,0
91.875,45.19005007,0.368591825,0.375759398,2.29180602,15.20069638,10.22570515,132.6935467,0
119.78125,43.37102602,0.356583382,0.514995428,2.765886288,20.19326455,8.48621489,78.98233628,0
138.4453125,45.60184491,0.027962308,0.273099844,3.867892977,22.33881558,6.82564787,51.34469458,0
100.046875,48.17154557,0.461043667,0.384349146,8.494147157,42.06927078,4.769698122,20.85562481,0
108.7578125,43.22104271,0.319377521,0.579258902,1.262541806,10.69779311,15.05153478,296.5687707,0
128.1015625,52.37572193,0.058874268,-0.528563775,2.128762542,14.84507989,10.86216314,147.0518319,0
126.3046875,51.6601815,0.126113537,-0.141560672,3.697324415,24.89020088,7.543554492,59.21827245,0
116.546875,45.92807886,0.235983685,-0.044521599,14.47575251,49.28823064,3.257488548,9.060537849,0
78.859375,36.95092488,0.743391217,3.189444085,7.641304348,34.51013035,4.629812752,20.79994994,0
123.5078125,45.65153271,0.010046973,0.603129642,6.892140468,29.66745858,5.107997289,28.40133067,0
126.9609375,50.77530194,-0.077488273,-0.253869682,7.58361204,32.94051392,4.60171419,21.49589426,0
70.265625,36.28327877,0.902316451,3.955729516,1.522575251,15.24275118,11.97881943,159.441594,0
91.609375,38.69779434,0.460358696,1.379765935,2.878762542,16.27094535,7.734933638,76.79883396,0
119.96875,37.09446082,0.274818415,1.862654827,3.281772575,18.65798588,7.426411029,65.29705936,0
117.71875,47.40202684,0.160251379,-0.346978043,3.451505017,19.74829461,7.847568828,71.22529306,0
91.46875,41.07765845,0.560872944,1.362571262,2.407190635,13.61992129,9.262513026,122.3979694,0
123.09375,49.45064419,0.02664222,-0.301625224,2.586956522,18.72155493,9.181222077,95.10217783,0
105.78125,48.05025649,0.312141229,0.405069901,3.558528428,20.86088062,7.261082705,60.66004974,0
92.640625,50.34284557,0.76950012,0.535296512,4.836956522,23.26302287,6.406386556,49.15915543,0
127.4296875,49.79531284,0.212417791,-0.237555756,1.759197324,16.32929966,11.7680597,151.2569922,0
104.109375,47.15221932,0.824253063,1.167564167,2.392976589,14.9425125,9.40831811,112.1065944,0
102.5859375,43.36933092,0.181636525,0.489410004,1.163879599,12.50818727,13.77091193,218.6802958,0
114.7109375,48.17889066,0.31432021,0.582672266,1.197324415,13.25916833,14.01177698,225.7092562,0
80.0390625,38.11442524,0.753064749,2.447408267,6.413879599,30.9503882,5.078612997,25.90979886,0
133.1015625,44.59327301,-0.039422216,0.203875167,2.294314381,14.40516216,9.643905224,119.4429559,0
133.59375,44.49322938,-0.066159379,0.173074582,91.18478261,96.08153138,0.13520322,-1.916045594,0
105.890625,40.089399,0.198649088,0.812524231,2.704013378,19.16547422,8.4881394,80.04977131,0
87.7421875,37.22718389,0.723837631,2.47842301,2.006688963,15.77172936,9.899177823,111.634958,0
105.3359375,39.50816319,0.147183171,0.800749907,1.357023411,12.99988909,12.27341659,179.6382281,0
105.2734375,48.25303016,0.512676158,0.450317547,2.418896321,17.69773933,8.490664705,81.51229523,0
91.453125,40.21385399,0.873622268,2.573178343,1.945652174,14.18562639,10.96108338,146.5033113,0
124.171875,49.9800131,0.00352643,-0.141825046,2.535117057,19.49589454,9.243557016,91.23663417,0
114.28125,52.62439689,0.172726082,-0.148329876,2.315217391,14.13427495,9.31790089,117.1244624,0
98.3984375,39.97681747,1.06584827,1.972204387,34.44732441,67.83758443,1.731606462,1.487372276,0
83.2734375,40.27691547,0.715073689,1.522600407,1.337792642,11.45529086,13.93609282,247.022789,0
145.6875,44.71677363,-0.172270519,-0.191813173,28.02257525,56.31279394,1.867385207,2.3705701,0
117.3515625,46.74391502,0.077633445,0.245930698,3.260869565,19.96344085,7.897635851,72.27108382,0
126.5625,47.67201583,-0.030093145,-0.117468538,49.81438127,76.63636715,1.0762376,-0.453134171,0
105.4921875,46.65481555,0.226222799,0.274115538,2.503344482,14.16384613,8.953382073,109.9471889,0
140.6796875,44.57874592,0.013023756,0.385921041,4.940635452,25.57445006,5.603603749,32.8049201,0
109.34375,55.1166997,0.261521685,-0.313803644,2.587792642,14.77195044,8.881708389,104.6640656,0
118.7890625,53.87161421,0.266081014,-0.257140478,1.413879599,12.55003796,12.90289312,199.6210958,0
116.546875,45.85930579,0.054155619,0.164519242,5.980769231,30.24872586,5.81413435,35.04808381,0
129.640625,48.49045241,0.054523551,-0.122545053,7.045150502,33.55053546,5.485119108,30.59351842,0
99.2578125,49.79618555,0.55576714,0.6115482,1.940635452,13.94233181,10.97263756,155.0802524,0
